sentence,classification
"The NTSB is investigating if there's a connection between the two, but New York's governor doesn't blame the turn.",False
"Well, in Findlay, Ohio, many of the homes damaged by floods last August were hit again this week.",False
"and gets better",False
"but not when I'm there....lol",False
"lol",False
"We'll have much more on the flooding in Chennai.",False
"11-06-adultsUser105, as soon as you send me yours",False
"The judge appointed a mediator to try to bring everyone together.",False
"Ellis, thank you so much for being with us.",False
"lol",False
"I'm old enough to remember, in 2005, after Katrina, a few days after, when President George W. Bush said to his FEMA director, Mike Brown, he said, quote, Heck of a job, Brownie.",False
"If you're watching and you see the destruction, you want to know how you can help.",False
"Do you know most of these people, or they're strangers here.",True
"On that ground.",False
"Pretty shrewd.",False
"And the...",False
"TMZ says this new video shows Dorner buying scuba gear in Torrance, California, just two days before the first two victims were shot dead.",False
"Mexico has said all along that it will only extradite Laurean to the United States if prosecutors agree not to seek the death penalty.",False
"They're inundated with rainfall, full moon, high tide tonight at 9:00 p.m., to States of the East, but notice the flow coming in now, of course, battering the coastlines of South and North Carolina.",False
"Dr. Deborah Birx says the White House Coronavirus Task Force is still trying to understand why some cities continue to see spikes, despite social distancing orders.",False
"They are really looking for only 10 percent of the population as remainders.",False
"Being a superpower doesn't necessarily mean annexing other countries that serve the imperial impulse.",False
"Coop is going to be back, too.",False
"Pretty much.",False
"Good to be here.",False
"The heat is on.",False
"Welcome to our viewers around the world, I'm George Howell at the CNN Center in Atlanta, NEWSROOM starts right now.",False
"We've seen the scene play out across this country.",False
"seagulls off in the distance",False
"Five stories we are watching this morning.",False
"Senate Republicans have already made clear that they're going to start from scratch, that they are not going to work off of this bill.",False
"Where is everybody.",True
"For the last year, I have resisted calling for his resignation because I don't like to jump on resignation bandwagons.",False
"ok im sorry ",False
"Let them be who they are.",False
"The Washington Post.",False
"3 miles, 11-09-40sUser3.",True
"And then it ends up in a very cool and calm pond at the bottom, which is supposed to show the peace and tranquility that she got in later life.",False
"Yes, I did.",False
"Michael Schiavo was her husband.",False
"Let me begin with you, General Clark, your assessment of where this war in Afghanistan stands right now.",False
"John King, CNN, reporting live from Manchester.",False
"How could she stay elevated above the conversation.",True
"You might hear some of that tonight.",False
"And it can put this case on hold and make sure that they can, you know, begin to build a future, a secure future for their family without having to worry about deportation.",False
"why did you feel bad, 11-09-adultsUser44.",True
"I heard you talk on the phone with her.",False
"But I also would take us back to 2009 right after President Obama took office and he said I will close Guantanamo Bay just as his predecessor George W. Bush had said.",False
"Well, as I Tweeted, while it's a bit unclear what the president was trying to say in terms of who Jews are disloyal to, are we disloyal to him or the Republican Party or to America.",True
"This boy should be educated by his father and mother.",False
"And lastly, Don, the president had a rocky public image in Israel, a key U.S. ally.",False
"is the hearthechatters still up?",True
"Because he's doing better in the poll numbers than she is when it comes to the question of who will generate economic activity.",False
"The Paris prosecutor says eight attackers are dead, seven of them in suicide blasts.",False
"We want to head live to Baghdad for just a moment.",False
"That was his philosophy.",False
"you inviting.",True
"Those are the Bratz dolls heading out for a night on the town.",False
"I really don't know.",False
"rofl 11-09-40sUser48!!!!",False
"Literally, they can see something that you've done and say you know what, that looks conduct unbecoming or it's a conduct discrediting.",False
"oh hell yah, thats alwys good to know",False
"At the moment he's above viability but we have a long way to go.",False
"0o",False
"thanks 11-08-40sUser7 i will at least twice tonight",False
"What does all of this mean for the people and the nation of Greece.",True
"And no, its Ultimate Fighting",False
"I'm sorry.",False
"hey 11-08-adultsUser1!!!",False
"<burp>",False
"holycow .... nice place to be from, 11-09-40sUser47 :O",False
"I asked Stuart Stevens about his thought process as he sat on that finished manuscript and watched reality conform to the fiction he had created.",False
